,Outlet,Date,Positive,Negative,Neutral,Compound,Tweets Ago
95,@CNN,Fri Jun 01 11:58:49 +0000 2018,0.235,0.765,0.0,0.673,95
96,@CNN,Fri Jun 01 11:45:09 +0000 2018,0.0,1.0,0.0,0.0,96
97,@CNN,Fri Jun 01 11:37:47 +0000 2018,0.0,0.918,0.082,-0.1531,97
98,@CNN,Fri Jun 01 11:24:26 +0000 2018,0.0,0.757,0.243,-0.7269,98
99,@CNN,Fri Jun 01 11:16:54 +0000 2018,0.086,0.914,0.0,0.1531,99
100,@BBC,Fri Jun 01 19:06:04 +0000 2018,0.0,1.0,0.0,0.0,0
101,@BBC,Fri Jun 01 18:01:07 +0000 2018,0.333,0.667,0.0,0.4588,1
102,@BBC,Fri Jun 01 16:33:00 +0000 2018,0.0,1.0,0.0,0.0,2
103,@BBC,Fri Jun 01 16:04:04 +0000 2018,0.0,1.0,0.0,0.0,3
104,@BBC,Fri Jun 01 15:29:31 +0000 2018,0.158,0.842,0.0,0.4588,4
105,@BBC,Fri Jun 01 14:24:40 +0000 2018,0.203,0.797,0.0,0.6249,5
106,@BBC,Fri Jun 01 13:00:21 +0000 2018,0.185,0.7,0.115,0.1779,6
107,@BBC,Fri Jun 01 12:32:03 +0000 2018,0.316,0.684,0.0,0.5719,7
108,@BBC,Fri Jun 01 12:01:05 +0000 2018,0.0,1.0,0.0,0.0,8
109,@BBC,Fri Jun 01 11:10:46 +0000 2018,0.053,0.947,0.0,0.0772,9
110,@BBC,Fri Jun 01 11:00:16 +0000 2018,0.06,0.688,0.252,-0.6369,10
111,@BBC,Fri Jun 01 10:28:25 +0000 2018,0.0,1.0,0.0,0.0,11
112,@BBC,Fri Jun 01 10:01:36 +0000 2018,0.0,1.0,0.0,0.0,12
113,@BBC,Fri Jun 01 08:20:46 +0000 2018,0.0,1.0,0.0,0.0,13
114,@BBC,Fri Jun 01 08:00:05 +0000 2018,0.259,0.612,0.129,0.4404,14
115,@BBC,Fri Jun 01 07:33:03 +0000 2018,0.0,1.0,0.0,0.0,15
116,@BBC,Fri Jun 01 07:00:15 +0000 2018,0.306,0.496,0.198,0.3182,16
117,@BBC,Thu May 31 19:02:02 +0000 2018,0.0,0.756,0.244,-0.7003,17
118,@BBC,Thu May 31 18:03:07 +0000 2018,0.232,0.768,0.0,0.6041,18
119,@BBC,Thu May 31 17:02:06 +0000 2018,0.255,0.745,0.0,0.802,19
120,@BBC,Thu May 31 16:03:03 +0000 2018,0.0,1.0,0.0,0.0,20
121,@BBC,Thu May 31 15:57:37 +0000 2018,0.0,0.865,0.135,-0.3612,21
122,@BBC,Thu May 31 15:34:05 +0000 2018,0.0,1.0,0.0,0.0,22
123,@BBC,Thu May 31 15:34:00 +0000 2018,0.2,0.8,0.0,0.3612,23
124,@BBC,Thu May 31 15:27:30 +0000 2018,0.0,0.891,0.109,-0.4019,24
125,@BBC,Thu May 31 15:02:07 +0000 2018,0.113,0.887,0.0,0.4215,25
126,@BBC,Thu May 31 13:59:09 +0000 2018,0.103,0.897,0.0,0.1027,26
127,@BBC,Thu May 31 13:03:35 +0000 2018,0.274,0.726,0.0,0.8271,27
128,@BBC,Thu May 31 13:03:02 +0000 2018,0.043,0.584,0.374,-0.8176,28
129,@BBC,Thu May 31 12:09:57 +0000 2018,0.0,1.0,0.0,0.0,29
130,@BBC,Thu May 31 12:05:02 +0000 2018,0.0,1.0,0.0,0.0,30
131,@BBC,Thu May 31 11:00:15 +0000 2018,0.249,0.751,0.0,0.743,31
132,@BBC,Thu May 31 10:01:31 +0000 2018,0.0,0.8,0.2,-0.6705,32
133,@BBC,Thu May 31 09:23:26 +0000 2018,0.0,1.0,0.0,0.0,33
134,@BBC,Thu May 31 08:52:40 +0000 2018,0.0,1.0,0.0,0.0,34
135,@BBC,Thu May 31 08:00:14 +0000 2018,0.248,0.752,0.0,0.765,35
136,@BBC,Thu May 31 07:29:02 +0000 2018,0.127,0.873,0.0,0.4404,36
137,@BBC,Wed May 30 19:02:05 +0000 2018,0.241,0.759,0.0,0.5859,37
138,@BBC,Wed May 30 18:03:04 +0000 2018,0.0,0.669,0.331,-0.7845,38
139,@BBC,Wed May 30 17:03:04 +0000 2018,0.0,1.0,0.0,0.0,39
140,@BBC,Wed May 30 16:33:07 +0000 2018,0.179,0.821,0.0,0.5411,40
141,@BBC,Wed May 30 16:03:01 +0000 2018,0.0,1.0,0.0,0.0,41
142,@BBC,Wed May 30 15:53:00 +0000 2018,0.0,1.0,0.0,0.0,42
143,@BBC,Wed May 30 13:22:55 +0000 2018,0.106,0.772,0.122,-0.1027,43
144,@BBC,Wed May 30 13:02:03 +0000 2018,0.103,0.763,0.134,-0.2023,44
145,@BBC,Wed May 30 12:03:03 +0000 2018,0.0,0.87,0.13,-0.2023,45
146,@BBC,Wed May 30 11:41:44 +0000 2018,0.0,1.0,0.0,0.0,46
147,@BBC,Wed May 30 11:40:40 +0000 2018,0.115,0.885,0.0,0.296,47
148,@BBC,Wed May 30 11:40:18 +0000 2018,0.0,1.0,0.0,0.0,48
149,@BBC,Wed May 30 11:03:06 +0000 2018,0.0,0.87,0.13,-0.5106,49
150,@BBC,Wed May 30 10:58:40 +0000 2018,0.181,0.819,0.0,0.6369,50
151,@BBC,Wed May 30 10:48:50 +0000 2018,0.082,0.918,0.0,0.2225,51
152,@BBC,Wed May 30 10:36:20 +0000 2018,0.08,0.8,0.12,-0.2263,52
153,@BBC,Wed May 30 10:22:57 +0000 2018,0.172,0.828,0.0,0.3612,53
154,@BBC,Wed May 30 10:03:03 +0000 2018,0.111,0.889,0.0,0.3612,54
155,@BBC,Wed May 30 10:01:29 +0000 2018,0.124,0.876,0.0,0.4019,55
156,@BBC,Wed May 30 10:00:46 +0000 2018,0.0,0.909,0.091,-0.296,56
157,@BBC,Wed May 30 09:25:11 +0000 2018,0.0,1.0,0.0,0.0,57
158,@BBC,Wed May 30 08:00:00 +0000 2018,0.0,1.0,0.0,0.0,58
159,@BBC,Wed May 30 07:27:05 +0000 2018,0.0,0.874,0.126,-0.3182,59
160,@BBC,Wed May 30 07:00:17 +0000 2018,0.0,1.0,0.0,0.0,60
161,@BBC,Tue May 29 20:02:05 +0000 2018,0.0,1.0,0.0,0.0,61
162,@BBC,Tue May 29 19:03:09 +0000 2018,0.0,1.0,0.0,0.0,62
163,@BBC,Tue May 29 18:04:09 +0000 2018,0.071,0.929,0.0,0.0772,63
164,@BBC,Tue May 29 17:03:08 +0000 2018,0.329,0.542,0.129,0.6983,64
165,@BBC,Tue May 29 16:02:05 +0000 2018,0.412,0.588,0.0,0.6369,65
166,@BBC,Tue May 29 14:49:59 +0000 2018,0.0,1.0,0.0,0.0,66
167,@BBC,Tue May 29 13:06:52 +0000 2018,0.269,0.731,0.0,0.7727,67
168,@BBC,Tue May 29 13:06:28 +0000 2018,0.25,0.75,0.0,0.4588,68
169,@BBC,Tue May 29 13:05:05 +0000 2018,0.0,1.0,0.0,0.0,69
170,@BBC,Tue May 29 13:04:41 +0000 2018,0.337,0.663,0.0,0.9047,70
171,@BBC,Tue May 29 13:04:23 +0000 2018,0.088,0.839,0.073,0.1027,71
172,@BBC,Tue May 29 13:04:15 +0000 2018,0.0,1.0,0.0,0.0,72
173,@BBC,Tue May 29 12:01:04 +0000 2018,0.394,0.606,0.0,0.7579,73
174,@BBC,Tue May 29 11:04:06 +0000 2018,0.0,1.0,0.0,0.0,74
175,@BBC,Tue May 29 09:31:06 +0000 2018,0.2,0.8,0.0,0.6114,75
176,@BBC,Tue May 29 08:01:05 +0000 2018,0.0,1.0,0.0,0.0,76
177,@BBC,Tue May 29 07:29:06 +0000 2018,0.0,1.0,0.0,0.0,77
178,@BBC,Tue May 29 07:00:12 +0000 2018,0.0,1.0,0.0,0.0,78
179,@BBC,Mon May 28 19:32:06 +0000 2018,0.0,0.821,0.179,-0.5719,79
180,@BBC,Mon May 28 19:01:03 +0000 2018,0.141,0.726,0.133,0.0516,80
181,@BBC,Mon May 28 18:02:02 +0000 2018,0.0,1.0,0.0,0.0,81
182,@BBC,Mon May 28 16:01:05 +0000 2018,0.0,0.905,0.095,-0.296,82
183,@BBC,Mon May 28 15:38:38 +0000 2018,0.0,1.0,0.0,0.0,83
184,@BBC,Mon May 28 15:35:19 +0000 2018,0.0,1.0,0.0,0.0,84
185,@BBC,Mon May 28 15:26:18 +0000 2018,0.218,0.782,0.0,0.7705,85
186,@BBC,Mon May 28 15:02:05 +0000 2018,0.0,1.0,0.0,0.0,86
187,@BBC,Mon May 28 13:05:07 +0000 2018,0.0,1.0,0.0,0.0,87
188,@BBC,Mon May 28 11:06:06 +0000 2018,0.424,0.576,0.0,0.7096,88
189,@BBC,Mon May 28 10:06:05 +0000 2018,0.0,1.0,0.0,0.0,89
190,@BBC,Mon May 28 09:02:03 +0000 2018,0.0,1.0,0.0,0.0,90
191,@BBC,Mon May 28 08:25:00 +0000 2018,0.179,0.821,0.0,0.5719,91
192,@BBC,Mon May 28 08:24:18 +0000 2018,0.0,0.893,0.107,-0.3412,92
193,@BBC,Mon May 28 08:04:07 +0000 2018,0.0,1.0,0.0,0.0,93
194,@BBC,Mon May 28 07:31:06 +0000 2018,0.0,1.0,0.0,0.0,94
195,@BBC,Mon May 28 07:18:10 +0000 2018,0.364,0.636,0.0,0.743,95
196,@BBC,Mon May 28 07:03:05 +0000 2018,0.434,0.566,0.0,0.784,96
197,@BBC,Sun May 27 21:06:22 +0000 2018,0.091,0.751,0.158,-0.1739,97
198,@BBC,Sun May 27 20:43:38 +0000 2018,0.252,0.748,0.0,0.75,98
199,@BBC,Sun May 27 20:10:49 +0000 2018,0.178,0.758,0.064,0.4588,99
200,@CBS,Fri Jun 01 17:39:17 +0000 2018,0.062,0.807,0.131,-0.3903,0
201,@CBS,Fri Jun 01 17:00:03 +0000 2018,0.336,0.664,0.0,0.8442,1
202,@CBS,Thu May 31 23:50:00 +0000 2018,0.455,0.545,0.0,0.8932,2
203,@CBS,Wed May 30 15:07:34 +0000 2018,0.151,0.849,0.0,0.4926,3
204,@CBS,Mon May 28 21:00:01 +0000 2018,0.0,1.0,0.0,0.0,4
205,@CBS,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,0.0,5
206,@CBS,Wed May 23 23:07:38 +0000 2018,0.203,0.797,0.0,0.6239,6
207,@CBS,Wed May 23 19:02:43 +0000 2018,0.174,0.826,0.0,0.5859,7
208,@CBS,Tue May 22 23:19:40 +0000 2018,0.083,0.917,0.0,0.1139,8
209,@CBS,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,0.0,9
210,@CBS,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,0.0,10
211,@CBS,Sun May 20 20:00:00 +0000 2018,0.131,0.808,0.061,0.3382,11
212,@CBS,Sun May 20 17:00:01 +0000 2018,0.08,0.92,0.0,0.1867,12
213,@CBS,Sat May 19 08:00:01 +0000 2018,0.285,0.715,0.0,0.4199,13
214,@CBS,Fri May 18 21:00:01 +0000 2018,0.0,1.0,0.0,0.0,14
215,@CBS,Fri May 18 14:00:03 +0000 2018,0.151,0.849,0.0,0.3595,15
216,@CBS,Thu May 17 23:44:27 +0000 2018,0.261,0.739,0.0,0.7177,16
217,@CBS,Thu May 17 21:19:59 +0000 2018,0.093,0.907,0.0,0.1867,17
218,@CBS,Thu May 17 19:12:51 +0000 2018,0.0,1.0,0.0,0.0,18
219,@CBS,Thu May 17 13:00:00 +0000 2018,0.146,0.854,0.0,0.5562,19
220,@CBS,Thu May 17 00:00:00 +0000 2018,0.242,0.758,0.0,0.75,20
221,@CBS,Wed May 16 22:56:24 +0000 2018,0.159,0.841,0.0,0.5574,21
222,@CBS,Wed May 16 22:56:24 +0000 2018,0.11,0.89,0.0,0.3802,22
223,@CBS,Wed May 16 22:56:23 +0000 2018,0.112,0.888,0.0,0.34,23
224,@CBS,Wed May 16 22:56:23 +0000 2018,0.174,0.826,0.0,0.5859,24
225,@CBS,Wed May 16 22:56:23 +0000 2018,0.4,0.6,0.0,0.8398,25
226,@CBS,Wed May 16 22:56:23 +0000 2018,0.163,0.577,0.26,-0.4588,26
227,@CBS,Wed May 16 22:56:22 +0000 2018,0.0,1.0,0.0,0.0,27
228,@CBS,Wed May 16 21:46:07 +0000 2018,0.228,0.772,0.0,0.7777,28
229,@CBS,Wed May 16 18:05:27 +0000 2018,0.095,0.905,0.0,0.296,29
230,@CBS,Wed May 16 13:52:57 +0000 2018,0.234,0.766,0.0,0.6369,30
231,@CBS,Wed May 16 13:24:14 +0000 2018,0.143,0.857,0.0,0.46,31
232,@CBS,Wed May 16 13:23:26 +0000 2018,0.33,0.67,0.0,0.8122,32
233,@CBS,Tue May 15 20:16:38 +0000 2018,0.07,0.821,0.109,-0.2057,33
234,@CBS,Mon May 14 20:59:11 +0000 2018,0.141,0.859,0.0,0.4199,34
235,@CBS,Mon May 14 18:17:23 +0000 2018,0.0,1.0,0.0,0.0,35
236,@CBS,Mon May 14 18:16:12 +0000 2018,0.144,0.856,0.0,0.4939,36
237,@CBS,Mon May 14 18:15:36 +0000 2018,0.0,0.878,0.122,-0.3612,37
238,@CBS,Mon May 14 18:15:08 +0000 2018,0.243,0.674,0.082,0.6476,38
239,@CBS,Mon May 14 18:14:46 +0000 2018,0.408,0.592,0.0,0.9081,39
240,@CBS,Mon May 14 18:14:22 +0000 2018,0.111,0.586,0.303,-0.762,40
241,@CBS,Mon May 14 18:13:58 +0000 2018,0.2,0.8,0.0,0.3612,41
242,@CBS,Mon May 14 14:42:00 +0000 2018,0.132,0.604,0.264,-0.34,42
243,@CBS,Sun May 13 13:16:14 +0000 2018,0.267,0.733,0.0,0.7351,43
244,@CBS,Fri May 11 23:00:40 +0000 2018,0.252,0.748,0.0,0.7245,44
245,@CBS,Fri May 11 20:55:08 +0000 2018,0.119,0.791,0.09,0.128,45
246,@CBS,Thu May 10 23:11:17 +0000 2018,0.253,0.747,0.0,0.7263,46
247,@CBS,Thu May 10 19:24:10 +0000 2018,0.069,0.847,0.085,-0.0772,47
248,@CBS,Thu May 10 18:03:26 +0000 2018,0.278,0.722,0.0,0.6588,48
249,@CBS,Thu May 10 15:30:40 +0000 2018,0.095,0.905,0.0,0.3182,49
250,@CBS,Wed May 09 21:35:00 +0000 2018,0.333,0.667,0.0,0.8176,50
251,@CBS,Wed May 09 19:36:24 +0000 2018,0.391,0.609,0.0,0.8395,51
252,@CBS,Tue May 08 22:26:55 +0000 2018,0.0,0.8,0.2,-0.4599,52
253,@CBS,Tue May 08 19:55:32 +0000 2018,0.15,0.85,0.0,0.4574,53
254,@CBS,Tue May 08 17:18:20 +0000 2018,0.242,0.683,0.075,0.6597,54
255,@CBS,Mon May 07 17:50:20 +0000 2018,0.0,1.0,0.0,0.0,55
256,@CBS,Fri May 04 21:00:00 +0000 2018,0.13,0.87,0.0,0.5093,56
257,@CBS,Fri May 04 18:42:12 +0000 2018,0.225,0.775,0.0,0.6996,57
258,@CBS,Fri May 04 14:48:42 +0000 2018,0.264,0.736,0.0,0.5562,58
259,@CBS,Wed May 02 19:04:01 +0000 2018,0.0,1.0,0.0,0.0,59
260,@CBS,Tue May 01 23:10:50 +0000 2018,0.0,1.0,0.0,0.0,60
261,@CBS,Tue May 01 17:58:51 +0000 2018,0.0,1.0,0.0,0.0,61
262,@CBS,Tue May 01 15:16:28 +0000 2018,0.299,0.701,0.0,0.8268,62
263,@CBS,Mon Apr 30 22:54:18 +0000 2018,0.373,0.627,0.0,0.8777,63
264,@CBS,Mon Apr 30 13:28:01 +0000 2018,0.0,1.0,0.0,0.0,64
265,@CBS,Mon Apr 30 02:22:08 +0000 2018,0.14,0.86,0.0,0.3818,65
266,@CBS,Sun Apr 29 15:30:00 +0000 2018,0.33,0.67,0.0,0.8356,66
267,@CBS,Thu Apr 26 23:40:24 +0000 2018,0.0,1.0,0.0,0.0,67
268,@CBS,Wed Apr 25 21:48:49 +0000 2018,0.313,0.687,0.0,0.75,68
269,@CBS,Wed Apr 25 18:09:50 +0000 2018,0.163,0.837,0.0,0.5719,69
270,@CBS,Wed Apr 25 16:55:33 +0000 2018,0.221,0.779,0.0,0.6239,70
271,@CBS,Mon Apr 23 21:03:22 +0000 2018,0.224,0.776,0.0,0.6696,71
272,@CBS,Sun Apr 22 16:00:03 +0000 2018,0.137,0.863,0.0,0.4019,72
273,@CBS,Fri Apr 20 22:00:01 +0000 2018,0.0,0.895,0.105,-0.4019,73
274,@CBS,Fri Apr 20 17:34:37 +0000 2018,0.0,1.0,0.0,0.0,74
275,@CBS,Thu Apr 19 20:00:00 +0000 2018,0.0,1.0,0.0,0.0,75
276,@CBS,Thu Apr 19 19:00:02 +0000 2018,0.174,0.826,0.0,0.4877,76
277,@CBS,Thu Apr 19 17:08:44 +0000 2018,0.132,0.868,0.0,0.4939,77
278,@CBS,Wed Apr 18 21:00:01 +0000 2018,0.128,0.872,0.0,0.4199,78
279,@CBS,Wed Apr 18 18:57:45 +0000 2018,0.355,0.645,0.0,0.8539,79
280,@CBS,Wed Apr 18 17:00:03 +0000 2018,0.196,0.804,0.0,0.5994,80
281,@CBS,Wed Apr 18 15:14:39 +0000 2018,0.16,0.718,0.122,0.2284,81
282,@CBS,Wed Apr 18 15:10:34 +0000 2018,0.0,1.0,0.0,0.0,82
283,@CBS,Tue Apr 17 00:26:33 +0000 2018,0.0,1.0,0.0,0.0,83
284,@CBS,Mon Apr 16 23:00:02 +0000 2018,0.0,1.0,0.0,0.0,84
285,@CBS,Mon Apr 16 17:00:04 +0000 2018,0.0,1.0,0.0,0.0,85
286,@CBS,Mon Apr 16 16:02:49 +0000 2018,0.123,0.806,0.071,0.2714,86
287,@CBS,Mon Apr 16 15:00:02 +0000 2018,0.0,0.833,0.167,-0.296,87
288,@CBS,Mon Apr 16 06:11:41 +0000 2018,0.179,0.821,0.0,0.5719,88
289,@CBS,Mon Apr 16 06:00:00 +0000 2018,0.292,0.708,0.0,0.765,89
290,@CBS,Mon Apr 16 05:55:00 +0000 2018,0.0,1.0,0.0,0.0,90
291,@CBS,Mon Apr 16 05:30:00 +0000 2018,0.0,1.0,0.0,0.0,91
292,@CBS,Mon Apr 16 05:00:00 +0000 2018,0.318,0.682,0.0,0.636,92
293,@CBS,Mon Apr 16 05:00:00 +0000 2018,0.123,0.776,0.1,0.128,93
294,@CBS,Mon Apr 16 03:56:42 +0000 2018,0.159,0.841,0.0,0.5255,94
295,@CBS,Mon Apr 16 03:06:10 +0000 2018,0.44,0.437,0.123,0.8392,95
296,@CBS,Mon Apr 16 03:02:50 +0000 2018,0.182,0.818,0.0,0.4389,96
